sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
3906@1,-79.76049654,40.43998738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,942.5,952,519.5,554,660,692.5,-1,-1,-1,-1,-1,-1
3906@2,-79.76059749,40.4399981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,496.5,495.5,-1,11,88,78,-1,-1,-1,-1,-1,-1
5941@1,-79.82941895,40.46476461,137,78,48,50,56,181,540,977,122,979,933,15,106,205,264,439,418,507,276,29,760,578,304,210
11736@1,-79.8638477,40.42987771,163.5,105.5,85,96,201,558,1030.5,1153,1018.5,852.5,819.5,880.5,934.5,930.5,519,589.5,684.5,631,434,712.5,598.5,486,401,287.5
11736@2,-79.86363079,40.42981519,60,41,38,61,140.5,452,275.5,291.5,124.5,4,427.5,447.5,461,479.5,462.5,466,437,429.5,415,272,264.5,211.5,160.5,103
149@1,-80.05378553,40.54505538,18,10,5,6,10,60,227,452,402,294,234,262,272,266,315,418,466,611,442,312,171,165,148,95
19004@1,-80.00703584,40.33641299,73,54,43,99,416,12,399,219,75,23,82,73,86,245,414,477,440,247,947,816,591,444,240,123
27711@1,-79.99613154,40.30947252,24,21,24,46,170,366,410,348,286,277,300,333,356,382,456,501,540,451,322,219,243,155,81,48
5672@1,-80.14190167,40.59549585,4,1,2,1,4,19,38,105,89,77,68,76,66,79,91,90,126,97,83,64,55,25,16,14
27603@1,-80.05358644,40.46499156,37,29,14,13,28,88,190,271,217,193,179,186,215,275,267,320,305,253,202,161,136,126,96,62
5504@1,-80.13165581,40.39760406,24,21,16,9,9,62,191,331,374,209,180,187,223,262,240,308,480,668,513,322,273,191,121,52
10575@1,-79.9557406,40.49411353,31,18,11,19,33,162,373,560,468,352,278,296,348,325,464,607,558,558,423,322,263,183,129,90
27505@1,-79.99309774,40.42775033,107,85,50,18,41,116,313,538,542,518,463,446,496,482,648,625,769,830,740,559,452,365,324,241
5900@1,-79.79015247,40.54116358,67,55,58,68,143,381,839,117,958,695,744,842,860,835,48,260,256,213,926,533,528,344,245,177
106@1,-79.9450583,40.41209564,92,75,64,175,616,401,766,531,916,736,752,751,810,99,463,449,536,13,590,503,419,407,261,153
27810@1,-79.7890125,40.39383987,16,15,12,21,59,158,178,169,141,134,139,162,174,182,220,245,238,177,155,120,103,63,46,22
5290@1,-80.07505613,40.57505047,14,12,6,2,15,48,227,479,383,239,218,265,259,244,295,419,454,465,467,259,221,131,61,21
38960@1,-79.88181315,40.29218373,50,48,37,50,68,153,293,843,581,545,546,591,708,768,853,790,703,605,383,352,302,226,162,84
10541@1,-79.87189319,40.23731619,5,2,6,2,7,15,22,13,23,26,18,26,27,31,35,57,45,50,42,41,38,24,18,12
10587@1,-80.11301984,40.55323903,59,19,9,23,72,311,866,613,289,887,613,749,784,767,940,160,549,619,93,598,509,394,199,122
8053@1,-80.00114741,40.441039,74,37,35,15,49,114,300,414,514,536,489,485,444,519,370,482,551,621,451,360,299,261,162,95
27594@1,-80.0472561,40.39126453,22,12,11,9,35,124,327,259,261,257,220,226,238,255,302,314,377,406,326,222,173,142,78,48
27665@1,-80.09065196,40.38328989,21,12,4,6,19,94,270,366,380,301,270,334,410,417,480,580,622,608,549,451,278,159,103,75
6107@1,-79.94772486,40.34919674,52,36,27,40,67,259,549,710,633,574,597,687,789,780,769,940,930,917,792,585,473,343,219,127
6070@1,-79.94464518,40.32766112,91,40,60,65,184,611,174,583,260,275,309,441,611,432,507,516,591,719,29,645,506,355,201,163
6070@2,-79.94472933,40.32755569,111,60,55,59,84,293,718,66,931,892,926,23,67,139,145,213,316,269,88,846,602,462,309,164
5918@1,-79.81497701,40.60629991,5,3,4,30,58,181,204,162,160,154,178,196,195,226,293,334,284,196,188,108,65,48,26,9
5288@1,-79.89763776,40.43966654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,593.5,546.5,626,263.5,759.5,261.5,-1,-1,-1,-1,-1,-1
5729@1,-80.03288652,40.57200644,40,8,9,15,22,72,302,689,436,492,398,569,517,493,654,700,702,778,528,400,279,164,78,57
26532@1,-80.10194399,40.44710527,62,20,20,48,87,619,115,243,871,697,671,653,660,719,893,280,617,430,857,528,378,291,210,109
5939@1,-79.86855974,40.46084796,73,46,44,17,27,45,111,202,319,316,266,312,358,391,449,621,854,803,564,438,405,268,167,128
5939@2,-79.86854568,40.46091125,76,40,24,24,57,167,683,131,833,422,358,372,380,378,475,403,515,455,468,312,323,202,127,104
27833@1,-79.73032238,40.60574995,24,14,19,27,101,248,267,182,198,183,213,221,244,296,294,247,185,172,139,104,73,119,83,30
5940@1,-79.84046048,40.46280476,128,91,41,47,65,196,503,887,989,934,909,895,49,26,24,195,204,264,30,830,666,547,408,283
15203@1,-79.82418459,40.54392925,20,9,5,12,5,79,181,342,414,188,109,125,201,135,160,239,241,183,148,79,62,77,30,21
156@1,-79.9911646,40.59472007,46,14,22,32,72,210,692,228,885,734,685,723,777,732,901,29,149,207,886,566,462,308,185,119
6007@1,-79.80738735,40.42537029,2,3,6,5,1,12,53,69,47,46,50,46,74,59,83,75,81,81,65,43,27,22,10,8
133@1,-80.06991983,40.36172538,31,14,11,12,28,110,352,597,482,419,357,395,383,410,469,522,655,656,542,387,323,237,101,76
23503@1,-80.12763191,40.58135479,1,-1,-1,2,2,2,13,20,24,19,15,11,7,8,14,16,26,14,11,8,2,2,3,3
112@1,-79.79998234,40.58045005,21,14,5,3,6,16,53,48,71,104,146,113,138,141,122,119,215,186,149,145,109,121,55,27
27690@1,-80.13696176,40.46909379,16,13,16,27,59,163,429,527,425,333,348,355,394,427,560,633,713,688,535,363,260,186,82,42
14533@1,-80.18353904,40.39316389,21,11,6,12,31,86,253,470,376,286,229,283,330,286,297,371,556,679,459,312,212,141,96,61
31202@1,-79.80747964,40.38169903,20,12,21,44,124,300,419,394,306,357,353,411,427,515,597,642,677,513,393,354,274,122,73,50
10552@1,-79.72592627,40.46164502,19,7,9,8,22,79,261,440,355,271,265,275,338,281,332,473,526,581,417,326,174,121,68,35
5293@1,-80.04343241,40.41387136,34,13,11,2,11,59,177,398,365,239,227,253,316,270,296,325,427,424,328,244,223,156,88,91
5903@1,-79.81934086,40.55539616,39,34,21,25,80,213,442,611,455,311,310,369,392,352,461,645,824,961,575,427,302,196,126,138
27428@1,-79.92993198,40.46960734,82,42,30,22,34,124,339,623,609,414,348,361,364,416,519,535,710,650,524,400,399,292,217,151
111@1,-79.89623065,40.5783461,5,1,1,-1,3,15,39,54,53,44,34,41,53,36,51,50,59,64,73,38,38,26,9,2
12313@2,-80.09321224,40.66608237,148,120,35,50,73,205,711,365,552,178,140,229,292,560,730,925,9,774,135,46,924,797,494,360
12313@1,-80.09275157,40.66802811,98,16,60,83,132,279,864,500,760,357,291,337,388,639,825,998,40,854,462,237,889,797,466,301
128@1,-80.11281955,40.35049311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,532,466,515.5,519.5,702,767,-1,-1,-1,-1,-1,-1
1378@2,-79.96763936,40.4552471,90,61,35,35,34,90,325,770,796,584,542,621,654,644,786,863,829,701,642,515,419,355,247,179
1378@1,-79.95530846,40.45716413,107,39,39,21,44,167,482,795,906,751,630,657,572,586,644,758,921,15,977,498,390,288,241,201
8054@1,-79.94500006,40.44723339,194,109,67,56,124,389,64,627,385,479,168,181,215,247,431,471,702,752,350,151,965,772,567,390
6100@1,-79.98359044,40.4355451,126,65,50,85,141,351,113,342,407,242,188,218,318,340,543,735,937,823,480,119,954,720,412,366
6071@1,-79.96712356,40.34238805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,474.5,537.5,563.5,550,728,603,-1,-1,-1,-1,-1,-1
6071@2,-79.96713998,40.34231178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,470.5,488,19.5,3,55,27,-1,-1,-1,-1,-1,-1
6100@2,-79.98373193,40.43542828,148,76,54,89,168,424,952,422,534,361,290,304,414,469,647,826,9,876,474,111,973,733,406,357
5996@1,-79.82886503,40.29909987,83,49,44,41,83,290,546,587,591,546,579,550,631,662,660,900,963,953,756,597,499,382,241,155
5919@1,-79.82951362,40.62017296,3,-1,2,1,2,5,15,38,41,38,38,54,52,55,47,61,57,68,63,49,55,10,14,14
27443@1,-79.93822503,40.43830797,27,13,3,5,12,36,169,366,421,240,176,166,172,171,199,252,411,440,245,144,114,101,55,27
27439@1,-79.91834868,40.46420761,18,4,7,11,22,86,331,774,654,440,434,508,534,556,605,704,958,956,572,367,244,137,75,30
5701@1,-80.01578591,40.48550346,51,33,31,35,26,84,269,492,439,348,355,364,376,378,576,584,678,623,518,372,318,255,207,111
5922@1,-79.79878696,40.64982764,10,6,18,15,87,198,260,183,162,105,124,147,168,212,280,282,278,233,146,159,98,53,31,13
18114@1,-79.82042235,40.22993798,13,16,3,8,11,61,91,80,86,77,82,87,84,85,99,119,141,136,124,91,83,53,42,24
21005@1,-80.08996581,40.38534755,39,19,13.5,19.5,30.5,124.5,427,817,654,484,462.5,469,496,459,552,679,773,822,667.5,432,318.5,255,145,89.5
19117@1,-79.75665749,40.43879519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,914,9,96,345,485,420,-1,-1,-1,-1,-1,-1
19117@2,-79.75651501,40.43887946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,967,963,117,327,480,-1,-1,-1,-1,-1,-1
59@2,-79.85560459,40.50937174,151,85,110,202,477,534,297,338,455,671,337,262,433,372,424,433,353,456,177,837,665,566,452,238
59@1,-79.85560456,40.50894699,196,137,92,120,216,604,168,366,349,289,277,684,551,633,347,320,814,314,788,292,861,734,642,403
31196@1,-79.99339386,40.67322102,11,5,4,7,16,86,256,340,219,153,137,136,138,159,168,218,213,230,134,93,58,40,25,12
5744@1,-80.03603384,40.66840542,27,14,13,4,27,102,358,584,650,483,565,502,551,508,522,618,829,847,734,414,355,222,140,64
21364@1,-80.03967676,40.36770943,40,18,23,29,116,360,834,746,674,700,803,788,731,794,914,922,45,853,693,530,363,239,114,56
151@1,-79.9889114,40.56337264,47,20,26,16,44,137,391,661,661,522,475,537,562,552,612,780,853,931,687,612,502,405,183,100
11300@2,-79.8699276,40.43481861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,168.5,214,249.5,312,379.5,356,-1,-1,-1,-1,-1,-1
5749@1,-79.97888199,40.66737455,8,11,12,15,75,195,321,240,187,161,196,179,194,221,311,323,331,226,158,102,73,48,39,14
11300@1,-79.87059815,40.43531198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,553,621,660,735.5,798.5,823.5,-1,-1,-1,-1,-1,-1
27417@1,-79.93280332,40.47850304,34,19,13,18,27,64,209,382,442,337,324,344,359,428,475,527,547,491,351,311,249,219,132,91
3947@1,-80.06639279,40.46582224,37,19,14,18,27,76,300,524,477,310,323,309,302,338,423,540,563,594,471,337,281,182,139,73
23502@1,-80.14180956,40.57933052,-1,-1,-1,1,5,4,17,39,32,24,23,26,36,25,29,32,36,38,25,24,13,12,5,5
5735@1,-80.01898601,40.58957316,14,25,12,15,21,89,393,835,702,607,635,598,644,610,706,878,868,947,696,500,239,189,87,44
5987@2,-80.0013685,40.43680567,64,28,37,94,178,515,14,349,9,751,693,854,925,941,996,485,232,43,692,373,278,240,132,96
5987@1,-80.00112715,40.43637243,38,23,44,96,137,416,872,182,890,785,694,710,798,843,891,337,153,946,630,374,340,188,109,92
5671@1,-80.18925701,40.57153849,3,-1,2,1,4,17,32,85,56,24,50,68,52,45,62,82,72,65,38,39,29,19,16,2
809@1,-80.23302593,40.45515719,35,16,16,14,33,139,363,695,455,277,294,440,468,363,374,475,684,621,483,316,278,220,136,102
27693@1,-80.1711086,40.50927568,3,2,1,5,7,25,90,183,123,60,56,54,55,62,86,103,140,157,89,62,41,25,12,8
10463@2,-79.86146601,40.43927632,277,196,165,263,623,134,888,222,478,161,233,271,187,70,228,85,189,387,249,715,489,200,788,486
10463@1,-79.86040895,40.4398317,762,416,319,280,306,814,858,712,569,354,390,637,960,54,492,926,65,89,512,878,377,387,508,36
23902@2,-79.88281865,40.40367731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,383,390.5,464.5,28.5,84.5,123.5,-1,-1,-1,-1,-1,-1
23902@1,-79.88262741,40.40380872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,743.5,718,824.5,969,1057,1088.5,-1,-1,-1,-1,-1,-1
110@1,-79.85451574,40.55162039,12,4,-1,5,10,51,112,218,156,92,90,79,96,108,152,160,241,190,108,79,78,54,32,20
10522@1,-79.82843807,40.58620733,26,17,12,14,43,123,283,354,284,168,173,189,230,189,288,377,421,434,298,227,169,117,86,68
14456@2,-79.84049301,40.54018821,75,37,35,50,77,259,500,904,717,484,495,552,530,548,656,757,826,662,511,460,312,265,154,102
14456@1,-79.84056268,40.54003029,92,50,74,122,128,335,754,944,822,573,511,515,625,580,588,718,704,760,549,398,337,269,206,129
5446@2,-80.05165682,40.34942304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,142.5,135.5,161.5,327.5,316.5,-1,-1,-1,-1,-1,-1
5921@1,-79.78104814,40.55538692,31,12,6,8,33,70,202,237,140,94,133,173,188,240,287,357,363,334,245,142,108,89,44,41
21460@1,-80.23490799,40.40627126,4,3,3,3,4,13,39,62,37,35,23,27,31,35,47,75,81,61,44,34,20,17,19,8
2918@1,-80.17795367,40.523808,86,44,39,45,60,138,323,581,559,510,489,603,609,576,668,792,519,533,649,518,376,331,237,211
27753@1,-79.82622919,40.35216504,29,22,17,19,27,73,232,542,471,383,449,439,435,504,651,790,838,720,495,365,288,182,125,88
24132@2,-79.7901241,40.37186879,64,34,24,40,72,183,413,613,657,577,548,559,602,624,698,784,869,812,641,486,426,321,178,157
16180@1,-79.88824055,40.61382055,-1,2,-1,2,14,56,128,68,53,47,53,49,57,66,94,146,143,107,113,49,43,23,9,3
5893@1,-79.87328581,40.6219093,3,1,1,1,3,16,47,110,48,34,34,27,24,54,69,78,109,113,50,76,37,19,27,13
5665@1,-80.18917035,40.53089696,61,19,25,24,36,68,173,424,494,353,302,298,342,311,395,591,704,685,456,271,241,130,112,71
12100@1,-80.05493162,40.43785323,64,21,21,23,36,142,365,522,405,353,371,311,373,370,476,537,694,626,457,321,235,222,189,131
20696@1,-79.9301941,40.26630593,-1,2,1,-1,3,15,37,49,34,16,16,22,34,20,29,33,41,54,31,19,36,22,10,5
11301@1,-79.877326,40.44122546,247,126,96,106,221,656,320,308,333,152,65,85,189,238,284,361,534,464,198,974,810,701,547,380
5748@1,-80.03650548,40.66970478,11,12,5,1,11,61,247,387,359,274,261,249,309,277,297,344,455,527,381,224,181,124,76,36
6880@1,-79.92185379,40.4620607,5,12,5,3,6,36,188,237,187,163,109,92,100,99,120,121,131,116,81,76,53,40,29,13
6880@2,-79.92172131,40.46213427,56,38,23,12,22,41,190,426,462,398,371,428,460,446,459,575,612,637,479,350,280,186,116,76
5466@1,-80.04421532,40.3910535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,632,639,702,736,674,714,-1,-1,-1,-1,-1,-1
27835@1,-79.76276686,40.6074511,4,-1,6,8,27,66,91,94,73,59,71,78,74,77,104,118,106,108,61,52,36,34,14,10
14316@1,-79.88196139,40.28197863,93,40,58,70,216,610,821,658,477,406,498,466,496,509,618,734,671,561,482,286,256,243,256,150
10513@1,-80.20264674,40.41882872,50,18,11,22,39,149,353,593,424,284,258,317,313,311,349,521,570,548,358,301,234,141,91,56
19116@1,-79.80250679,40.43170731,89,47,37,28,56,159,471,774,933,967,968,175,236,160,84,200,239,339,275,916,631,408,284,153
19116@2,-79.8020007,40.43198196,113,55,47,29,75,257,561,692,661,791,893,104,284,578,630,380,659,690,483,101,94,967,408,231
5707@1,-80.02534759,40.50332283,158,95,65,73,151,474,142,648,408,967,907,952,944,114,209,503,601,680,391,865,682,655,479,344
5856@1,-79.93751818,40.64741943,28,12,9,24,88,194,468,741,640,491,461,447,447,486,555,600,635,651,410,326,226,123,112,33
5856@2,-79.9376221,40.6473963,33,22,15,31,51,99,521,525,463,431,413,384,464,493,575,639,849,788,471,444,367,241,122,84
12648@1,-79.84723276,40.33315625,131,122,46,74,80,342,728,795,922,934,776,854,951,956,44,212,259,44,827,697,667,434,431,224
14077@1,-79.9927426,40.44942511,138,46,126,190,290,671,901,394,761,544,376,264,202,452,866,922,865,734,425,181,477,371,230,180
14077@2,-79.99231327,40.44871679,158,65,105,191,348,618,952,815,654,537,459,326,342,388,82,156,324,216,640,373,271,825,507,150
5667@2,-80.1684711,40.52927732,39,18,24,57,102,315,618,828,622,452,421,526,567,576,613,907,751,631,424,229,172,150,82,60
5667@1,-80.16843213,40.52933331,28,16,31,70,100,307,645,873,650,578,502,522,587,621,650,984,844,702,467,282,254,139,80,74
27713@1,-80.05048486,40.30914127,52,14,13,21,79,291,788,898,732,573,579,625,651,655,665,930,97,88,860,598,538,290,151,86
5670@1,-80.16722009,40.60162053,2,2,-1,1,3,9,13,28,18,19,12,17,18,22,24,29,28,41,35,20,15,13,18,4
5493@1,-80.17484844,40.35833143,11,8,2,6,9,49,141,301,191,126,96,107,122,129,146,178,297,340,238,128,104,101,50,29
27822@1,-79.76097606,40.45291307,35,15,17,22,47,152,397,502,554,425,428,492,605,524,626,693,880,844,612,520,273,226,114,70
27513@1,-80.01875858,40.53329269,44,24,22,25,51,132,454,721,767,781,955,943,965,993,2,51,201,144,894,649,432,291,164,76
5914@1,-79.80523091,40.55704433,16,5,3,5,14,38,90,174,169,110,121,159,172,145,191,212,235,226,154,92,61,47,30,13
26513@2,-80.15180672,40.51230088,43,19,25,24,56,195,550,938,725,417,425,451,428,407,590,793,969,126,634,339,259,207,131,94
26513@1,-80.15174015,40.51234594,45,19,29,12,30,85,173,412,321,293,241,256,260,282,378,407,506,474,331,213,172,145,85,101
5986@1,-79.71085292,40.51575131,-1,-1,3,-1,1,8,14,14,13,13,6,6,8,11,18,15,23,21,11,14,3,4,-1,1
27396@1,-79.95515371,40.46113313,194,103,80,79,111,440,187,783,742,356,86,109,224,217,429,602,723,516,424,540,757,700,487,365
10491@1,-79.83591218,40.21664489,22,21,13,21,81,206,250,232,229,215,203,228,221,179,282,316,391,339,308,195,170,156,98,54
24132@1,-79.79010781,40.37179572,64,31,26,45,71,175,555,675,707,622,598,610,656,666,774,881,982,926,749,568,489,370,213,190
10607@2,-80.0907907,40.31112173,40,26,16,31,57,172,573,42,47,820,720,894,964,862,951,68,159,237,18,720,570,354,232,101
10607@1,-80.09095523,40.31039353,70,44,30,28,68,200,651,968,834,790,740,867,868,862,894,968,185,226,16,674,612,328,220,97
46736@1,-80.2500992,40.47381107,51,20,36,64,99,456,953,133,36,677,608,571,607,652,806,854,30,926,803,758,562,453,301,153
46736@2,-80.24978243,40.47398852,40,18,38,81,114,391,832,968,951,721,657,607,629,674,776,867,44,885,853,760,649,464,296,188
21555@1,-80.0869656,40.44578722,57,45,57,80,51,97,124,102,135,122,114,134,138,151,118,129,128,139,178,148,97,134,99,74
19700@1,-80.08522436,40.35083103,24,19,7,17,39,106,360,544,453,366,363,397,419,435,465,562,627,681,477,311,212,142,67,51
27656@1,-80.06126686,40.42685331,47,26,22,24,31,72,181,440,467,324,321,367,441,418,421,473,600,536,459,351,268,232,141,94
38958@1,-80.02408843,40.33426643,62,55,35,82,258,520,797,887,933,134,193,346,241,220,299,286,276,306,128,964,701,468,277,125
27571@1,-79.89196742,40.37303781,39,35,29,44,134,349,555,462,366,417,495,476,498,564,658,744,707,536,410,355,337,300,116,72
5452@1,-80.07590865,40.33728075,80,37,27,30,86,304,751,235,276,988,975,121,109,146,226,372,583,535,369,981,823,565,317,160
27735@1,-79.99315444,40.3453346,15,5,6,7,25,57,173,333,277,215,186,242,287,215,329,156,564,589,367,225,196,123,75,24
5652@1,-80.1762355,40.50117759,31,15,15,21,41,157,473,49,913,495,431,534,547,564,714,958,263,423,803,478,356,272,171,102
5750@1,-80.05983179,40.56369338,21,13,4,7,8,51,174,301,273,207,135,190,191,185,235,317,398,473,337,223,133,97,85,50
6017@1,-79.82499897,40.35512183,23,9,8,7,34,116,232,320,245,235,192,206,216,224,289,354,409,386,288,209,138,168,100,46
23743@1,-79.9614251,40.53428318,26,14,21,15,30,88,314,458,421,443,461,513,573,496,652,755,866,841,633,582,344,242,104,69
6101@1,-79.89118552,40.31001389,84,60,48,41,80,238,526,576,535,489,509,497,592,606,695,856,934,887,616,530,421,300,243,179
5467@1,-80.04469158,40.37726331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,277,200,197,238,312,305,-1,-1,-1,-1,-1,-1
6082@1,-79.88986163,40.30887697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,401,393,417,424.5,366,-1,-1,-1,-1,-1,-1
10565@1,-80.21176518,40.43819708,80,41,34,14,60,180,408,591,522,319,321,425,422,414,446,558,715,810,633,486,376,363,220,135
27839@1,-80.06458124,40.4324883,99,17,20,26,66,106,402,633,501,462,475,468,462,620,627,554,785,844,679,409,396,323,165,99
65@2,-80.17528693,40.33877251,35,19,11,6,19,48,127,234,235,234,206,234,245,228,338,459,538,547,415,265,220,185,105,94
65@1,-80.1751884,40.33866244,13,6,19,19,47,225,487,665,495,304,290,276,255,239,240,262,308,367,270,133,96,80,44,27
6103@1,-79.92581307,40.33487375,18,16,2,6,7,25,80,153,144,108,108,114,129,134,153,206,201,214,141,125,96,94,68,45
19208@2,-79.75993675,40.44285433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,318,312.5,310.5,338.5,383,399.5,-1,-1,-1,-1,-1,-1
19208@1,-79.75983008,40.44286364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,642.5,658.5,694,790.5,400.5,441,-1,-1,-1,-1,-1,-1
22873@1,-79.9488878,40.50394629,105,68,37,43,75,257,658,144,920,741,720,748,709,674,759,76,194,255,86,822,597,432,343,265
5691@1,-80.12117348,40.52689503,-1,-1,-1,-1,3,5,22,20,23,12,23,13,15,28,22,19,32,24,19,8,10,5,2,2
27409@1,-79.99157554,40.44206391,39,16,10,14,22,110,343,551,501,201,169,181,180,174,236,334,555,797,860,200,140,295,166,70
26004@1,-79.88981764,40.44536786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,531,548,691.5,726.5,726.5,768.5,-1,-1,-1,-1,-1,-1
95@1,-80.0399827,40.50737958,96,35,62,118,184,870,802,126,961,286,147,84,155,237,540,616,938,747,516,431,67,861,572,289
27588@1,-80.00805708,40.39240491,2,8,17,22,42,75,78,98,122,174,285,198,147,149,151,217,148,144,115,141,173,198,191,238
5507@1,-80.09860823,40.38962211,28,15,8,9,9,58,154,333,290,243,204,221,251,255,241,293,365,463,416,353,276,195,138,79
15532@1,-79.9386252,40.58126705,2,-1,2,2,1,23,107,310,103,70,61,65,78,79,216,144,126,156,116,54,44,25,20,11
10511@1,-79.89112101,40.60699932,13,7,12,18,35,109,303,439,350,273,229,220,224,245,309,409,483,468,287,214,117,77,61,32
27569@1,-79.91075922,40.38808667,45,25,58,89,274,722,984,714,580,626,667,692,674,722,869,933,2,825,638,571,419,301,157,118
1449@1,-79.7000743,40.50055753,11,1,1,2,8,20,61,81,84,92,79,85,72,78,73,108,134,113,84,79,63,47,29,9
31212@1,-79.80883661,40.364898,3,5,5,9,40,74,168,131,135,132,157,162,159,156,213,249,260,168,122,114,82,33,21,15
27416@1,-79.95890201,40.46834967,76,31,32,13,38,99,206,249,291,243,190,264,259,265,324,361,441,386,334,259,222,175,138,107
5492@1,-80.17218338,40.34156938,16,10,4,6,12,76,166,380,340,273,186,226,282,195,246,244,363,446,293,188,148,115,51,43
21243@1,-80.07220609,40.35918134,78,34,21,18,39,159,471,885,28,995,755,842,955,948,922,115,205,230,137,790,660,462,280,149
10586@1,-80.06505169,40.51781066,21,13,3,2,9,33,128,356,337,263,229,284,288,285,329,429,531,623,532,349,283,172,85,35
10490@1,-79.86369887,40.20196808,27,29,12,37,57,189,316,302,236,202,215,286,252,259,351,401,407,405,250,174,134,123,91,54
27436@1,-79.92014566,40.4426531,66,43,33,22,52,142,413,796,769,696,668,642,685,709,758,835,899,953,823,705,516,409,241,136
113@1,-79.71285588,40.66973553,16,16,24,13,57,106,124,123,109,86,83,126,132,114,130,170,286,234,138,92,96,45,44,23
23189@1,-79.96498669,40.55042479,17,6,9,6,25,97,271,411,341,310,250,254,284,289,293,422,495,433,333,259,223,152,87,39
5451@1,-80.02139198,40.36450851,68,54,50,98,281,888,504,327,191,288,341,281,431,505,440,389,368,292,274,63,918,614,395,187
27659@1,-80.09471278,40.42724518,28,41,21,46,62,165,389,610,520,379,322,404,448,456,564,628,878,873,597,407,309,224,131,82
5515@1,-80.16072333,40.40051974,4,3,2,1,3,18,60,90,68,63,63,62,66,50,82,83,143,127,76,59,49,25,9,15
26555@1,-80.02712251,40.44372004,144,100,105,88,122,243,494,857,767,684,630,727,761,899,989,308,598,802,4,591,548,464,354,321
32343@2,-79.95801198,40.56420017,17,4,7,10,18,76,282,743,678,448,444,499,514,517,590,692,796,740,478,296,185,106,84,28
32343@1,-79.95791562,40.56418878,45,23,19,39,52,136,461,591,566,529,521,554,603,614,690,768,781,677,560,469,314,217,157,128
6117@1,-79.8831033,40.35650369,81,26,35,58,138,271,802,728,672,587,561,538,604,628,803,988,53,132,721,565,458,283,205,108
99@2,-79.88396284,40.4300033,429,278,237,399,813,764,764,265,217,821,817,868,793,714,842,687,684,944,856,162,910,614,71,692
99@1,-79.88456355,40.42977052,746,415,313,272,307,805,824,648,530,336,345,627,940,61,443,858,58,77,474,860,322,349,511,8
10569@1,-80.26831637,40.51471647,151,86,36,113,182,310,545,828,686,531,492,531,559,563,657,639,847,921,648,408,357,264,256,169
27771@1,-80.00059044,40.4384828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,130,105,115,187,197,-1,-1,-1,-1,-1,-1
27471@1,-79.95762417,40.46399929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,486,462,465,512,629,580,-1,-1,-1,-1,-1,-1
31195@1,-80.010796,40.53562698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403,334,356,518,814,104,-1,-1,-1,-1,-1,-1
64@2,-79.79459876,40.37384229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,390.5,330,286.5,342.5,392.5,406.5,-1,-1,-1,-1,-1,-1
64@1,-79.79464848,40.37376813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,774,727.5,311.5,470.5,617.5,642.5,-1,-1,-1,-1,-1,-1
23407@1,-80.00925998,40.64554259,31,20,29,25,84,491,611,468,318,274,322,325,379,535,540,677,628,603,380,421,215,103,53,39
26741@1,-80.29231882,40.43616882,5,3,1,1,8,45,67,60,45,38,33,28,25,24,52,34,70,40,36,29,21,15,4,8
27549@1,-79.98803099,40.39728496,150,114,88,65,146,399,19,248,24,917,8,72,134,142,254,326,486,465,275,930,787,620,439,289
10532@1,-79.79607838,40.65677097,2,2,2,7,20,46,33,33,24,29,44,45,42,66,70,71,57,41,15,11,9,3,5,3
5711@1,-80.0282585,40.52278856,26,17,11,10,32,92,446,651,539,372,404,487,493,484,691,705,713,784,614,465,303,195,95,73
10585@1,-79.96960514,40.55978451,18,7,7,5,5,35,125,285,331,217,205,249,252,222,258,299,355,395,302,172,147,107,51,58
