Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
DBE,Robin Verness Kelly,Robin V Kelly,"Provides independent consultant services and training in quality management, process improvement, organization leadership, strategic planning, customer service excellence, training program development/design, seminars, and other areas related to business management",,"541611, 541613, 541614, 611430, 921190",611 North Grandview Avenue  McKeesport PA 15132,Post Office Box 235  McKeesport PA 15134,412-726-8182,412-726-8182,robin.kelly@rverness.com,http://www.rverness.com,
DBE,"Ross Distributions, LLC","Teresa Ross-Duchess, John J Duchess","Transportation and logistics coordination services; industrial materials (aggregates); marketing consulting services; inspection services and trucking services; business development, sales management and marketing of pre-cast concrete segmental block for retaining walls, Re-Con block and pre-cast concrete manholes",,"425120, 484220, 541611, 541613, 541990",195 Wyndfield Drive  Mount Pleasant PA 15666,195 Wyndfield Drive  Mount Pleasant PA 15666,724-396-0496 x0,724-396-0496,teresa.mctavish@gmail.com,,
DBE,Roux Orleans,Mr. Michael Barnes,"Catering company providing food and beverage services to individuals, organizations, companies, and public entities",,722320,221 Oak Street  Pittsburgh PA 15202,221 Oak Street  Pittsburgh PA 15202,412-519-9550,,rouxorleans@gmail.com,http://www.rouxorleans.com,
DBE,Roxanne Sewell dba The LJS Group,Roxanne N Sewell,Publisher of Talk Magazine (quarterly); public relations and special market consultant,,"511120, 541613, 541820",2275 Monroeville Road  Monroeville PA 15146,2275 Monroeville Road  Monroeville PA 15146,412-823-4007,412-823-4009,ljs@ljspublishing.com,http://www.talkmagazinepa.com,
DBE,Roxanne's Catering,Roxanne Easley,"Catering and event planning services offering meals for meetings, events, and specialized entertainment. Service can be provided for as few as two people to as many as 1,000.",,722320,1519 Abraham Street  McKeesport PA 15132,P.O. Box 53  Monroeville PA 15146,412-606-5938,412-606-5938,roxysatsoul@yahoo.com,,
DBE,Royalty Home Care Services LLC,Chanelle Florence,Provides home health care and companion services,,621610,2015 Centre Ave  Pittsburgh PA 15219,2015 Centre Ave  Pittsburgh PA 15219,412-518-1583,,RoyaltyHomeCareServicesPA@Gmail.com,,
DBE,"Ruby's Painting & Contracting Services, LLC",Mr. Morish Wilson,"Commercial and residential painting, power washing, and staining.",,238320,818 Broadway Street  East McKeesport PA 15035,818 Broadway Street  East McKeesport PA 15035,412-721-6925,,rubyspainting412@gmail.com,,
DBE,S. Hamilton Contracting LLC,Scott Hamilton,"New home building, additions, remodeling, gutters, soffits, fascia and roofing.  Specializing in single-ply commercial roofing applications.",,"236118, 236220, 238160",320 Park Drive  Canonsburg PA 15317,320 Park Drive  Canonsburg PA 15317,724-531-1016,,s.hamiltoncontracting@gmail.com,,
DBE,"S. L. King & Associates, Inc.",Stanley King,Engineering services.,,541330,270 Peachtree Street NW  Atlanta GA 30303,270 Peachtree Street NW  Atlanta GA 30303,404-524-5800,404-584-1799,sking@slking.com,http://www.slking.com,
DBE,"S. L. King Technologies, Inc.",Zipporah R King,"Management consulting firm that provides professional services in asset management, energy resource management, and information technology",,"517911, 541511, 541512, 541513, 541519, 611420","270 Peachtree Street, N.W., Suite 1600  Atlanta GA 30303","270 Peachtree Street, N.W., Suite 1600  Atlanta GA 30303",404-832-4950,404-832-4853,slkt_marketing@slkingtech.com,http://www.slkingtech.com,
DBE,"SB Thomas & Associates, Inc.","Ms. Sheree Thomas, Mr. Sean Thomas",Business and government contracting consulting services. Construction management. Engineering services.  Construction estimating services.,,"236115, 236116, 236118, 541330, 541350, 541611, 541990",212 Beagle Drive  Moon Township PA 15108,212 Beagle Drive  Moon Township PA 15108,412-264-0970,412-264-4444,sheree@sbthomasassociates.com,http://www.sbthomasassociates.com,
DBE,"SD Logistics, LLC",Shane Davis,Freight broker services.  Freight consulting services.,,"488510, 541611",1153 Stowe Avenue  McKees Rocks PA 15136,1153 Stowe Avenue  McKees Rocks PA 15136,412-613-7692,,shanedavis@sdlogisticsllc.com,,
DBE,SL Contractors,Willis Washington Jr.,"Provides kitchen installation, bathroom installation, flooring installation, framing (wood and metal), roofing, doors and windows, drywall, texturing, and painting.",,"236115, 236118, 236220, 238140, 238150, 238160, 238170, 238190, 238310, 238320, 238330, 238340, 238350, 238397, 238990",1414 4th Avenue  New Kensington PA 15068,1414 4th Avenue  New Kensington PA 15068,412-628-2052,724-212-3069,Willis@SilkLine1.com,,
DBE,"SMC Consulting, LLC","Sam McWilliams, Keith Colamarino","Commercial space planning and design, relocation, furniture planning and specification, drafting services, project management, contract administration and facilities management",,"484210, 541340, 541410, 541611, 561210",379 Insurance Street  Beaver PA 15009,379 Insurance Street  Beaver PA 15009,724-728-8625,,sam@studio-smc.com,http://www.studio-smc.com,
DBE,"SNH Engineering, LLC",Shah Haque,"Engineering firm providing design services for commercial/industrial clients for lighting, power and special electrical systems, reviewing drawings for code compliance and P.E. stamp.",,541330,8303 Hilltop Circle Drive  Imperial PA 15126,8303 Hilltop Circle Drive  Imperial PA 15126,412-498-9165,,snhengineeringllc@gmail.com,,
DBE,"Safety Bathtub Depot & Construction, LLC",Robert L Marsh,Installation of handicapped bathtubs and fixtures and providing maintenance of the same,,"236115, 236116","2805 Ash Street, Apt. 1  Erie PA 16504","2805 Ash Street, Apt. 1  Erie PA 16504",814-881-3776,800-720-3431,rmarsh20001@gmail.com,,
DBE,"Safety Down Under, Inc.",Ms. Robyn Bercaw,Playground construction,,237990,17 Woodland Road  Pittstown NJ 08867,17 Woodland Road  Pittstown NJ 08867,908-507-0544,908-735-5781,robyn@safetydownunder.com,http://www.safetydownunder.com,
DBE,Salik's,Farouk Salik Sr.,"Hardware supply store offering hand and garden tools, cleaning and plumbing supplies, paint and painting tools, pipe and pipe fittings.  Provides window and screen repair, key cutting, glass cutting, pipe threading and cutting services.  Wholesale trade agent and broker.",,"425120, 444130",603 North Homewood Avenue  Pittsburgh PA 15208,603 North Homewood Avenue  Pittsburgh PA 15208,412-731-2882,,SaliksHardware@Hotmail.com,,
DBE,"Sally Merar Interior Resource, LLC",Ms. Sally E Merar,"Provides interior and architectural design services, project management and consulting.  In addition, the firm is a manufacturer representative and sales consultant for flooring products.",,"425120, 541310, 541410, 541611",283 Colonial Drive  Pittsburgh PA 15216,283 Colonial Drive  Pittsburgh PA 15216,412-443-8241,412-892-9005,sally@sallymerarinteriors.com,,
DBE,"Sandra Palone & Associates, LLC",Ms. Sandra Palone,"Precast concrete and structural steel, Sale representative for Precast products, Products for Concrete Manufacturing & Form Treatments,.  Wholesale Agent-Broker.  Consulting, Administrative & General Management, Business Development, Onsite Field Representative, Project Management and Project Coordination. Other foundation, structure and building exterior contractors.  Other concrete product manufacturing.",,"238120, 238190, 327390, 425120, 541611",32 3rd Street  Aspinwall PA 15215,P.O. Box 11525  Pittsburgh PA 15238,412-965-0069,412-965-0069,slp@sandrapalone.net,http://www.sandrapalone.net,
DBE,"Santamaria Landscape & Cement Contractors, Inc.",Ms. Kathryn C Geiselhart,"Sidewalk and curb construction, landscape construction, hardscape (e.g., retaining walls, sidewalks, driveways and patios) using pavers and bricks; driveways in concrete; masonry and stone work; brick street replacement; highway, street, and bridge construction; site preparation contractors; and storm sewer construction",,"237110, 237310, 238140, 238910, 238990, 561730",1441 Gilmar Road  Apollo PA 15613,1441 Gilmar Road  Apollo PA 15613,724-337-6137,724-337-9423,santlandscape@aol.com,,
ACDBE,Saxon Ventures LLC,"Mr. Jake E Cumsky-Whitlock, Ms. Nadia Asancheyev, Ms. Linda Whitlock, Mr. Rondald Homer, John Jenkins","Book store; news dealer and newsstand; gift, novelty and souvenir store.",,"451211, 451212, 453220",6 University Road  Cambridge MA 02138,6 University Road  Cambridge MA 02138,202-253-9776,,nasancheyev@saxonventuresllc.com,,
DBE,"Scanga Medical, Inc.","Joanne Scanga, Guy Scanga",Sales and repair of surgical and medical equipment,,811219,4240 Greensburg Pike  Pittsburgh PA 15221,4240 Greensburg Pike  Pittsburgh PA 15221,412-351-9900,412-351-8285,joann@scangamedical.com,http://www.scangamedical.com,
DBE,Schneider Embroidery,Ms. Janet Schneider,"In-house digitizing of logos and designs; offers a full-line of embroidery/monogramming services; embroiders logos on clothing, hats, jackets and bags",,"313220, 314999, 541430, 541890",9853 Old Perry Highway  Wexford PA 15090,9853 Old Perry Highway  Wexford PA 15090,412-367-9764,412-367-9765,ClearSolutions@EarthLink.Net,http://facebook.com/schneider-embroidery-219657388404373,
DBE,"SchoolPinnd, LLC",Ms. Himani Jain,"Provides software as service online platform for parents, educators, residents, and other stakeholders in the community to communicate and exchange information in a coordinated, trusted environment",,"541511, 541519",704 Copper Creek Lane  Wexford PA 15090,704 Copper Creek Lane  Wexford PA 15090,314-503-6754,,himani.kj@gmail.com,http://www.schoolpinnd.com,
DBE,"Scottie Public Affairs, LLC",Ms. Abigail Gardner,"Provides strategic communications consulting services to candidates, nonprofits, issue advocacy groups and more.  Services include message development, writing, editing, and public speaking training.",,541820,"220 Grant Street, Suite 600  Pittsburgh PA 15219","220 Grant Street, Suite 600  Pittsburgh PA 15219",412-421-0809,412-421-0809,abigail@scottiepa.com,http://www.scottiepublicaffairs.com,
DBE,"Security 1 Solutions, LLC",Bruce A Alexander,Security guard services,,561612,"839 Qunice Orchard Blvd., Suite L  Gaithersburg MD 20878","839 Qunice Orchard Blvd., Suite L  Gaithersburg MD 20878",301-926-4957,301-926-7819,balexander@security1solutions.com,http://www.security1solutions.com,
DBE,"Semaphore Hill Associates, LLC",Ms. Andrea D Griffith,"Provides professional environmental consulting services including GIS, cultural, and natural resource management",,"541370, 541620, 541690, 541720",4574 Nature Trail Drive  Allison Park PA 15101,P.O. Box 297  Allison Park PA 15101,304-389-1164,304-389-1164,agriffith@semaphorehill.com,http://www.semaphorehill.com,
DBE,"ShawnTech Communications, Inc.","Mr. Lance Fancher, Ms. Amelia Fancher",Service and maintain call control systems in state and local correctional facilities.,,"517312, 517919, 519190, 541512, 541519, 561621",8521 Ganger Creek Drive  Miamisburg OH 45342,8521 Ganger Creek Drive  Miamisburg OH 45342,937-898-4724,937-898-4447,records@shawntech.com,http://www.shawntech.com,
DBE,"Shawrose, Inc.",Ms. Dolores M Mason,Constructs telecommunication towers,,"237130, 238210",550 Cliff Mine Road  Coraopolis PA 15108,550 Cliff Mine Road  Coraopolis PA 15108,412-788-2634,412-788-2635,dmason@shawrose.com,,
DBE,"Sheesley & Associates, LLC",Ms. Jennifer C Sheesley,"Full service engineering and surveying firm. Engineering services include land development (both private and public), erosion and sedimentation control, stormwater management, environmental permitting and site development for both oil and gas and non-oil and gas clients. Surveying services include boundary retracement, topographic surveys, subdivisions, pipeline surveys, ALTA and mortgage surveys, construction support and stake out services for both oil and gas and non-oil and gas clients.",,"213112, 213113, 237110, 237120, 237130, 237310, 237990, 541330, 541360, 541370, 541620",730 Church Street  Indiana PA 15701,730 Church Street  Indiana PA 15701,724-349-2544,724-349-2544,jsheesley@sheesleyassoc.com,http://www.sheesleyassoc.com,
DBE,"Shelton Solutions, Inc.",Kelly Shelton,"Energy consulting services, program and project management, and technical consulting services",,"541620, 541690",7643 South Indiana  Chicago IL 60619,"5113 South Harper Avenue, Suite 200  Chicago IL 60615",773-209-6868,,kelly@shelton-solutions.com,,
DBE,Shred Doctor LLC,Ms. April Thorpe,"Provides competitive prices on high security, personal, mid-sized and high volume shredders and accessories via an online marketplace.   Online retailer.  Wholesale trade agents and brokers.",,"425120, 454110",312 Holly Ridge Dr  Glenshaw PA 15116,312 Holly Ridge Dr  Glenshaw PA 15116,800-684-5836,800-684-5836,athorpemgmt@gmail.com,http://papershreddoctor.com,
DBE,"Sigma Associates, Inc.","Ms. Elham Shayota, Ms. Nedda Shayota, Mr. Jenan Shayota, Mr. Enmar Shayota","Engineering consultants, information technology, computer systems integration analysis design services, and personnel suppliers. Engineering services.",,"236220, 541330, 541380, 541512, 561320",1900 St. Antoine Street  Detroit MI 48226,1900 St. Antoine Street  Detroit MI 48226,313-963-9700,313-963-7626,eshayota@sigmaassociates.com,http://www.sigmaassociates.com,
DBE,"Sigma Resources, LLC",Sandeepa Kaleida,"Information technology consulting firm. Data processing, hosting, and related services. Internet publishing, broadcasting and web search portals, other information services, human resources consulting services, and other management consulting services.",,"518210, 519130, 519190, 541511, 541512, 541513, 541519, 541611, 541612, 541618",2026 E. Carson Street  Pittsburgh PA 15203,2026 E. Carson Street  Pittsburgh PA 15203,412-712-1013,412-712-1033,skaleida@sigma-resources.com,http://www.sigma-resources.com,
DBE,"Sign Here, Inc. d/b/a FASTSIGNS","Naomi J Stutzman, Daniel Stutzman","Manufacturing, large format graphics, vehicle graphics, electrical LED and channel letters, and architectural monuments",,"238990, 423440, 423990",144 W. 12th Street  Erie PA 16501,144 W. 12th Street  Erie PA 16501,814-453-6711,,naomi.stutzman@fastsigns.com,http://www.fastsigns.com/514,
DBE,Simplified Merchant Processing LLC,"Ms. Melanie Ruggier, Mrs. Shelley Ruggier, Jamie Hopkin","Provides credit card processing and credit card terminal or point-of-service sales and repair, business consulting for information technology, and credit/debit and process improvements.",,"423420, 423430, 522320, 541513, 541611",215 Harris Dr  Elizabeth PA 15037,215 Harris Dr  Elizabeth PA 15037,412-897-6515,412-896-4017,mruggier@esmpllc.com,http://www.esmpllc.com,
DBE,"Sir Speedy 7108, Inc.","Cynthia L Johnston, Michael B McCready","Business provides a broad range of services including commercial and quick printing; digital printing; mailings; signs that include inside and outside signage, vehicle decals and wraps, wall decals, custom wallpaper, channel letters, backlit, booth displays; posters and banners that include indoor and outdoor, safety posters, event displays, and mounting equipment of all types; and advertising specialties that include branded items and apparel, embroidered and screen-printed.",,"314999, 323111, 339950, 541613, 541890, 561439",4573 Campbells Run Road  Pittsburgh PA 15205,4573 Campbells Run Road  Pittsburgh PA 15205,412-787-9898,412-787-9898,order@sirspeedywest.com,http://www.sirspeedywest.com,
DBE,"Skylimit Management, LLC",Mr. Alexander C Vazquez,"Provides business development, management, consulting, and marketing services.  Also offers brokerage services between agencies to transportation providers for transportation services for non-emergency patients.",,"425120, 488999, 541611, 541613, 561110",2410 Edgebrook Avenue  Pittsburgh PA 15226,2410 Edgebrook Avenue  Pittsburgh PA 15226,412-654-4401,,info@skylimitmgt.com,http://www.skylimitmgt.com,
DBE,Smitty's Heating and Cooling,Mr. Clyde D Smith,"Heating and cooling service provider specializing in installations, repairs and inspections of furnaces, air conditioners, boilers, and ductwork to include cooling, dust collection, exhaust, heating, ventilation and service calls for commercial and residential projects",,238220,216 S. Allegheny Drive  McKeesport PA 15133,216 S. Allegheny Drive  McKeesport PA 15133,412-670-8797,412-678-1466,smittyshvac2@comcast.net,,
DBE,Social System Development,Ms. Giannie Braafhart,Translating services help build fluency of communication between people or companies through interpretation and translation verbal as well as documents. Connect with resources. Specialty is Spanish-English translations.,,541930,Post Office Box 99514  Pittsburgh PA 15233,P.O. Box 99514  Pittsburgh PA 15233,412-852-2210,,giahal12@gmail.com,http://www.socialsystemdevelopment.com,
DBE,"Soil Mechanics, Inc.",Dilawar H Alvi,Construction material testing and inspection laboratory,,541380,5286 Curry Road  Pittsburgh PA 15236,5286 Curry Road  Pittsburgh PA 15236,412-455-6367,412-455-6367,smilab1@gmail.com,,
DBE,Soul Pitt LLC,Donna M Baxter,Provides print and internet advertising opportunities to those wishing to offer a product or service to our target audience in Western Pennsylvania and Pittsburgh area.,,"511120, 519130, 541840",1513 Penn Avenue  Wilkinsburg PA 15221,1513 Penn Avenue  Wilkinsburg PA 15221,412-251-8000,,soulpitt@gmail.com,,
DBE,"South Pointe Construction Services, LLC",Mr. Jason Pinkston,"Traffic control and traffic management firm providing flagging services. Broker for aggregate, concrete, and asphalt.",,"425120, 561990",1797 Eben Street  Pittsburgh PA 15226,1797 Eben Street  Pittsburgh PA 15226,412-765-9201,412-561-0421,jasonpinkston905@gmail.com,,
DBE,"Spand-Ice, LLC","Ms. Helen Behn, Mr. Christopher Archinaco, Mr. George Volkov, Mr. Peter Stone, Mr. Bernhard Behn, Mr. Cristoph Behn, Mr. Christian Behn","Designs and manufactures therapy wraps for pain management. Wearable gear, in wrap and tank top designs, provides removable ice or heat packs, adjustable compression, and support. The purpose of the business is to provide natural, lightweight options for people to relieve their pain without taking time out of their busy lives. The newest product is for pregnant women and has become a best seller.",,"315280, 339113",1510 Windcrest Drive  Pittsburgh PA 15206,1510 Windcrest Drive  Pittsburgh PA 15206,412-423-8882,,helen@spand-ice.com,http://www.spand-ice.com,
DBE,"Special T Electronics, LLC","Kathy J Madeya, Mr. Gerard Madeya",Nuclear medicine services,,"423450, 541690",105 Maplewood Drive  Wexford PA 15090,105 Maplewood Drive  Wexford PA 15090,412-635-4997,412-635-4997,kathy.madeya@specialtyelectronics.us,http://www.specialtyelectronics.us,
DBE,Splash Hygiene LLC,Victoria Walker,Provides commercial and residential janitorial services.,,"561210, 561720, 561790, 561990",7105 Verona Blvd  Pittsburgh PA 15235,7105 Verona Blvd  Pittsburgh PA 15235,412-822-4481,,splashygiene@gmail.com,,
ACDBE,"Staff Airport Services, Inc.",Ms. Suzanne M Lewis,"Provides management services for operation of the Airport Business Center providing foreign currency exchange, travel insurance, and business services.",,"522390, 523130, 524113, 524126, 561431, 561439",Pittsburgh International Airport  Pittsburgh PA 15231,Pittsburgh International Airport  Pittsburgh PA 15231,412-472-5151,412-472-5155,sos18@verizon.net,,
DBE,Starrr Products Management Inc,Cynthia Selling,"Assembles and supplies of a wide range of webbing and chain based rigging products, such as slings, straps, tiedowns, bridles, shackles and binders.",,"314994, 332618, 423390, 423830, 444190",319 S Monroe St  Butler PA 16001,319 S Monroe St  Butler PA 16001,724-283-7323,724-283-7834,StarrrProductsMfg@Gmail.com,,
DBE,"Steel City Blade Runners, LLC",Mr. William F Thorn III,"Landscaping services, tree services, and snow removal",,561730,219 Richland Drive  Pittsburgh PA 15235,219 Richland Drive  Pittsburgh PA 15235,412-576-3000,,wthorn@scbr412.com,http://BladeRunners412.com,
DBE,"Steel City Cleaning Solutions, LLC",Sontaya Perry,"Provides commercial and residential janitorial services that include carpet cleaning, window cleaning, power washing, office cleaning, and post-construction cleaning",,"238990, 561720, 561790",1405 Maple Street  Pittsburgh PA 15132,1405 Maple Street  Pittsburgh PA 15132,412-609-5127,,steelcitycleaningpgh@gmail.com,,
DBE,"Steel City Lubricants & Supply, LLC","Ms. Carol A Aigner, Mr. Joseph A Aigner","Petroleum and petroleum products, lighting fixtures and light bulbs, antifreeze and windshield wash, general freight hauling, local, and rubble hauling",,"424720, 425120, 484110, 562119",847 Waltz Drive West  Ruffsdale PA 15679,847 Waltz Drive West  Ruffsdale PA 15679,412-915-3555,,carol@steelcitylubricants.com,,
DBE,"Steel Core Construction, Inc.",Ms. Amber McQuaide,Rebar installation,,238120,266 Pine Drive  New Alexandria PA 15670,Post Office Box 404  Delmont PA 15626,724-668-0050,724-668-0052,steelcore@steelcoreconstruct.com,,
DBE,"Steele City Contracting, LLC",Vedas Bey,"Excavation, site clearing, demolition, land development, poured concrete, basement foundations, footers, masonry contractors, highway, street and bridge construction, other building equipment contractors, water and sewer line and related structures construction, multifamily housing construction, commercial and institutional building construction, residential remodelers, general contracting, and construction consulting",,"236116, 236118, 236220, 237110, 237210, 237310, 238110, 238140, 238190, 238220, 238290, 238910, 238990","5822 Stevens Forest Road, Suite 33  Colombia MD 21045","5822 Stevens Forest Road, Suite 33  Colombia MD 21045",301-793-0354,,vedasbey@yahoo.com,http://www.steelecitycontracting.com,
DBE,"Stellar Services, Inc.",Liang Chen,Information technology consulting and computer systems design service,,541512,"70 W 36th Street, Suite 702  New York NY 10018","70 W 36th Street, Suite 702  New York NY 10018",212-432-2848,212-432-2846,contact@Stellar4.com,http://www.stellarservices.com,
DBE,"Strategy Solutions, Inc.","Ms. Debra A Thompson, Mr. Michael Thompson","Business development, strategic planning, market research, and project management",,"541611, 541613, 541910",8425 Peach Street  Erie PA 16509,8425 Peach Street  Erie PA 16509,814-480-8000,814-864-4077,debbie@getstrategy.com,http://www.getstrategy.com,
DBE,"Streamline Engineering, Inc.",Martha L Frech,Consulting civil engineer,,541330,110 Allan Street  Lower Burrell PA 15068,21 Sunrise Drive  Leechburg PA 15656,724-594-0326,724-594-0328,mfrech@streamlineengineering.net,http://streamlineengineering.net,
DBE,"Suber Clean Commercial Cleaning, LLC","Ms. Pamela Nowlin-suber, Mr. Dontae Suber","Provides janitorial services including floors, hard surfaces, bathrooms, and more to small business, commercial, industrial, food service, and educational institutions.  .  Post-construction clean-up.",,561720,109 Collins Drive  Pittsburgh PA 15235,109 Collins Drive  Pittsburgh PA 15235,412-444-8553,,suberclean412@gmail.com,http://www.suberclean.com,
DBE,"Sugar Pies, LLC dba Sugar and Smoke",Ms. Andrea M Robinson,"Full-service restaurant specializing in southern cuisine and hospitality. The southern inspired dishes are complimented by unique cocktails. In additional to the traditional menu, vegetarian options will be offered. In-house catering available on-site and off-site. The spacious facility can accommodate large parties in the banquet hall or host more intimate parties in the VIP lounge area. Full-service bar area provides a great atmosphere for those looking to enjoy the live entertainment from local sports teams.",,"722320, 722511",4428 Liberty Avenue  Pittsburgh PA 15224,4428 Liberty Avenue  Pittsburgh PA 15224,412-953-1139,,andrea.robinson@sugarandsmokepgh.com,http://www.sugarandsmokepgh.com,
DBE,"Summit Insulation, LLC",Mary A Geibel,Commercial and industrial plumbing and HVAC insulation,,238220,6120 Orchard Lane  Butler PA 16001,P.O BOX 370  Valencia PA 16059,724-586-2512,724-586-2513,summitinsu@aol.com,,
DBE,"Summit Redevelopment Group, LLC",Jeffrey Martin,Remodeling of residential properties,,"236115, 236116, 236118",318 N. Lang Avenue  Pittsburgh PA 15208,318 N. Lang Avenue  Pittsburgh PA 15208,412-246-9407 x101,412-246-9407,jmartin@summitrg.net,http://www.summitrg.net,
DBE,Super Cleaners Co,Ms. Regina Vaughns,Provides commercial and residential cleaning including floor and carpet care,,561720,4324 Coleridge Street  Pittsburgh PA 15201,4324 Coleridge Street  Pittsburgh PA 15201,412-853-4587,,supercleanersco@gmail.com,,
DBE,Supreme Traffic Control Service Company,Mr. Floyd Edwards Jr.,Traffic control services providing flagging to any work site. Also provides training of flaggers.,,561990,3851 Perrysville Avenue  Pittsburgh PA 15214,700 River Avenue Suite 334  Pittsburgh PA 15212,412-339-7159,,floyd.edwards@stc-flaggers.com,http://www.stc-flaggers.com,
DBE,Surface Stripe-ing and Painting,Ernest Darby,"Paint lines, parking lot striping, retrace, layout pavement markings, handicap stalls, arrows, no parking stencils.",,237310,566 Soho Street  Pittsburgh PA 15219,566 Soho Street  Pittsburgh PA 15219,412-391-1886,412-566-5671,elucasdarby@verizon.net,http://www.surfacestripe-ing.com,
DBE,Sweeney Consultants,Lula M Sweeney,"Consultant services for diversity training, staff training, executive search services, interview skills and technique",,541612,9 Louann Lane  Delmont PA 15626,9 Louann Lane  Delmont PA 15626,724-468-3184,724-468-1173,lsweeneysc@aol.com,,
DBE,"T & T Leasing, Inc.","Mary Hainley, John Hainley","Hauling services, freight and transporation services",,"484121, 484220, 484230",2905 Maryland Avenue  North Versailles PA 15137,2905 Maryland Avenue  North Versailles PA 15137,412-824-8485,412-824-8308,linda.hainley@ttleasing.com,,
DBE,T Construction & Consulting Services LLC,Traci L Yates,"Commercial general contractor including office, retail, and institutional. Provides consulting services for cost estimating for owners and architects.",,236220,"2001 Montour Church Road, Suite 100  Oakdale PA 15071","2001 Montour Church Road, Suite 100  Oakdale PA 15071",412-238-1500,412-788-3611,traci@tccserv.com,,
DBE,"TDN Contracting & Development, Inc.",Mr. David B Simpkins Sr.,"Construction services including painting, drywall, rough carpentry, finish carpentry, and pre-construction site work",,"238130, 238170, 238310, 238320, 238330, 238910","311 South Central Avenue, Suite 102B  Canonsburg PA 15317","311 South Central Avenue, Suite 102B  Canonsburg PA 15317",412-874-0340,,tdnctg@gmail.com,,
DBE,"TDN Electric, LLC","Mr. David S Simpkins, Mr. Jerome Richardson","Installation, repair and maintenance of electrical scopes of work, but not limited to the following Audiovideo, telecommunications data electrical wiring, home theater and lighting.",,238210,"311 South Central Avenue, Suite 101  Canonsburg PA 15317","311 South Central Avenue, Suite 101  Canonsburg PA 15317",724-743-4200,724-743-4300,tdnelectric@gmail.com,http://www.tdnelectricco.com,
DBE,"TKG & Associates, LLC",Charlotte KnightMarshall,Financial planning and investment counseling,,523930,"8303 Southwest Freeway, Ste 218  Houston TX 77074","8303 Southwest Freeway, Ste 218  Houston TX 77074",713-778-1707,866-871-0043,info@tkgadvisors.net,http://www.tkgadvisors.net,
DBE,"TLC Engineering, Inc.",Tony L Council,"Design, drafting, project management, right of way, environmental construction inspection/management, and staffing/street sweeping services",,"236220, 488490, 541330",8204 Westglen Drive  Houston TX 77063,8204 Westglen Drive  Houston TX 77063,713-868-6900,713-868-0001,certifications@tlceng.com,http://www.tlceng.com,
DBE,TRT Company,Ms. Mary Gettel,"Provides chemicals, equipment and service in the water treatment field for boilers, cooling towers in foundries, office buildings, hospitals, schools, industrial plants, dairies, and prisons",,"423830, 423850",1170 Dohrman Street  McKees Rocks PA 15136,1170 Dohrman Street  McKees Rocks PA 15136,412-331-2239,412-331-7778,trtwatertreatment@gmail.com,,
DBE,"Tai Plus Lee Architects, P.C.",Ms. Yoko Tai,Architectural firm,,541310,3106 Brereton Street  Pittsburgh PA 15219,3106 Brereton Street  Pittsburgh PA 15219,412-880-4020,412-880-4025,yoko@taipluslee.com,http://www.taipluslee.com,
DBE,"Tangiers, LLC","Ms. Dawn S Davies, Mr. Jason M Davies Jr.","Contractor providing site work, concrete and paving, and playground installation;  wholesale supplier of bulk seed, gravel, sand and mulch; truck brokerage services",,"238110, 238910, 238990, 423320, 424910, 484110",533 Rochester Road  Pittsburgh PA 15237,"736 W. Ingomar Road, #172  Ingomar PA 15127",412-369-4720,412-364-2615,dawnsdavies@tangiersllc.com,http://www.tangiersllc.com,
DBE,"Tarax Service Systems, Inc.",Ms. Joanne Mandros,"General facility maintenance that may include cleaning common areas in buildings and surface areas, vacuuming carpets, cleaning carpets, and treating hard-floor surfaces with environmentally safe products. Final cleanings and post-construction work. Broker for commercial recessed lighting.",,"238990, 425120, 561720, 561740",503 Martindale Street  Pittsburgh PA 15212,503 Martindale Street  Pittsburgh PA 15212,412-231-1700,412-231-1141,jmandros@taraxservicesystems.com,http://www.taraxservicesystems.com,
DBE,"Target Office Products, Inc.","Ms. Michelle Rozzi, Mr. Joseph Kail","Seller of office supplies, furniture, paper, etc.",,"423210, 423420, 424110, 424120, 453210",209 Parkway View Drive  Pittsburgh PA 15205,209 Parkway View Drive  Pittsburgh PA 15205,412-424-0088,412-424-0087,michelle@targetoffice.com,http://www.targetoffice.com,
DBE,"Taylor Construction & Development, Inc.",Shawn Taylor,General contractor and developer,,"236115, 236118, 238130, 238140, 238170, 238190",11743 Frankstown Road  Pittsburgh PA 15235,11743 Frankstown Road  Pittsburgh PA 15235,412-727-1127,412-727-6205,shawntaylor@taylorconstruct.com,http://www.taylorconstruct.com,
DBE,"Terra-Mechanics, Inc.","Betsy Harrison, David Harrison",Vibration and sound consulting firm,,541690,"1339 Middle Road Extension, Suite A  Gibsonia PA 15044","1339 Middle Road Extension, Suite A  Gibsonia PA 15044",724-449-6250,724-449-6254,betsy.harrison@terra-mechanics.com,http://www.terra-mechanics.com,
DBE,TerraGreen,Judy Foster,"Landscape contracting with a focus on sustainable land care solutions. Provides commercial and residential landscaping services, and green roof landscaping.",,"115112, 221310, 238910, 238990, 541320, 561730",1123 Cochran Road  Pittsburgh PA 15243,1123 Cochran Road  Pittsburgh PA 15243,412-477-5336,,judy@terragreencompany.com,,
